날짜,동,누적강수량,최고기온(w),최저기온(w),습도,일교차,승용차추정교통량,버스추정교통량,화물차추정교통량,
2021.08.25,신공덕동,1011,30.9,21.4,79.875,9.5,6574,53,1822,8449
2021.05.04,신공덕동,1566.5,19.799999,8.8,67.16071429,10.999999,6574,53,1822,8449
2021.03.19,신공덕동,1413.5,19.700001,4.9,53.54761905,14.800001,6574,53,1822,8449
2021.03.07,신공덕동,1423,15.4,0.7,66.60119048,14.7,6574,53,1822,8449
2021.03.08,신공덕동,1423,15.4,0.7,60.79761905,14.7,6574,53,1822,8449
2021.05.19,신공덕동,1566.5,30.1,0,70.45238095,30.1,6574,53,1822,8449
2021.06.08,신공덕동,1619.5,29.6,0,69,29.6,6574,53,1822,8449
2021.08.31,신공덕동,1056,28.299999,18.700001,81.7202381,9.599998,6574,53,1822,8449
2021.08.31,신공덕동,1056,28.299999,18.700001,81.7202381,9.599998,6574,53,1822,8449
2021.09.03,신공덕동,995.5,31,18.700001,73.0952381,12.299999,6574,53,1822,8449
2021.09.15,신공덕동,972,31,12.1,61.73214286,18.9,6574,53,1822,8449
2021.10.08,신공덕동,1073.5,29.4,0,76.86309524,29.4,6574,53,1822,8449
2021.10.12,신공덕동,1083,24.6,12.2,77.01190476,12.4,6574,53,1822,8449
2021.11.24,신공덕동,1059.5,18,-0.1,65.08333333,18.1,6574,53,1822,8449
2021.03.07,신공덕동,1423,15.4,0.7,66.60119048,14.7,6574,53,1822,8449
2021.05.17,신공덕동,1602,30.1,0,67.19047619,30.1,6574,53,1822,8449
2021.07.28,신공덕동,1428,37.099998,27.4,58.63095238,9.699998,6574,53,1822,8449
2021.07.01,신공덕동,1543,31.700001,20.299999,74.10714286,11.400002,6574,53,1822,8449
2021.03.02,도화동,1423,14.9,0.7,50.80952381,14.2,6574,53,1822,8449
2021.01.27,도화동,1406,13.8,1.4,71.41666667,12.4,6574,53,1822,8449
2021.03.03,도화동,1423,14.9,0.7,54.13690476,14.2,6574,53,1822,8449
2021.03.03,도화동,1423,14.9,0.7,54.13690476,14.2,6574,53,1822,8449
2021.03.16,도화동,1413.5,16.9,4.9,56.57738095,12,6574,53,1822,8449
2021.03.18,도화동,1413.5,17.799999,4.9,56.14285714,12.899999,6574,53,1822,8449
2021.03.25,도화동,1417.5,19.700001,0,60.26785714,19.700001,6574,53,1822,8449
2021.03.25,도화동,1417.5,19.700001,0,60.26785714,19.700001,6574,53,1822,8449
2021.03.30,도화동,1443,20.6,0,61.77380952,20.6,6574,53,1822,8449
2021.04.06,도화동,1503,23.1,7.9,46.81547619,15.2,6574,53,1822,8449
2021.04.20,도화동,1509.5,21.9,7.5,55.72619048,14.4,6574,53,1822,8449
2021.04.20,도화동,1509.5,21.9,7.5,55.72619048,14.4,6574,53,1822,8449
2021.05.07,도화동,1574,22.9,8.8,62.14285714,14.1,6574,53,1822,8449
2021.08.28,도화동,993,28.299999,20.799999,84.10119048,7.5,6574,53,1822,8449
2021.09.01,도화동,1056,28.299999,18.700001,79.75595238,9.599998,6574,53,1822,8449
2021.09.03,도화동,995.5,31,18.700001,73.0952381,12.299999,6574,53,1822,8449
2021.09.08,도화동,985,31,0,66.8452381,31,6574,53,1822,8449
2021.10.05,도화동,1068.5,29.4,0,74.47619048,29.4,6574,53,1822,8449
2021.10.12,도화동,1083,24.6,12.2,77.01190476,12.4,6574,53,1822,8449
2021.10.20,도화동,1094,22.4,0,55.45238095,22.4,6574,53,1822,8449
2021.02.17,도화동,1386.5,15.2,-8.6,51.79761905,23.8,6574,53,1822,8449
2021.04.14,도화동,1528,21.5,6.2,50.85119048,15.3,6574,53,1822,8449
2021.01.11,도화동,1392.5,-2.9,-17.9,56.30952381,15,6574,53,1822,8449
2021.01.25,도화동,1404.5,13.8,-8.4,70.28571429,22.2,6574,53,1822,8449
2021.02.14,도화동,1400,15.2,-3,55.35714286,18.2,6574,53,1822,8449
2021.07.08,도화동,1633,31,0,79.32142857,31,6574,53,1822,8449
2021.10.12,도화동,1083,24.6,12.2,77.01190476,12.4,6574,53,1822,8449
2021.10.05,도화동,1068.5,29.4,0,74.47619048,29.4,6574,53,1822,8449
2021.03.30,도화동,1443,20.6,0,61.77380952,20.6,6574,53,1822,8449
2021.07.08,도화동,1633,31,0,79.32142857,31,6574,53,1822,8449
2021.02.14,공덕동,1400,15.2,-3,55.35714286,18.2,6574,53,1822,8449
2021.03.02,공덕동,1423,14.9,0.7,50.80952381,14.2,6574,53,1822,8449
2021.07.02,공덕동,1543,31.700001,0,72.02380952,31.700001,6574,53,1822,8449
2021.04.28,공덕동,1512.5,27.5,12,46.85714286,15.5,6574,53,1822,8449
2021.01.25,공덕동,1404.5,13.8,-8.4,70.28571429,22.2,6574,53,1822,8449
2021.02.09,공덕동,1409.5,10.4,-5.1,56.36309524,15.5,6574,53,1822,8449
2021.03.04,공덕동,1423,14.9,0.7,58.72619048,14.2,6574,53,1822,8449
2021.04.01,공덕동,1443,23.1,7.1,52.82738095,16,6574,53,1822,8449
2021.04.06,공덕동,1503,23.1,7.9,46.81547619,15.2,6574,53,1822,8449
2021.04.21,공덕동,1509.5,27.9,7.5,52.375,20.4,6574,53,1822,8449
2021.05.07,공덕동,1574,22.9,8.8,62.14285714,14.1,6574,53,1822,8449
2021.05.07,공덕동,1574,22.9,8.8,62.14285714,14.1,6574,53,1822,8449
2021.05.18,공덕동,1600,30.1,0,71.44047619,30.1,6574,53,1822,8449
2021.05.18,공덕동,1600,30.1,0,71.44047619,30.1,6574,53,1822,8449
2021.08.11,공덕동,962.5,33.599998,0,63.14285714,33.599998,6574,53,1822,8449
2021.08.25,공덕동,1011,30.9,21.4,79.875,9.5,6574,53,1822,8449
2021.08.25,공덕동,1011,30.9,21.4,79.875,9.5,6574,53,1822,8449
2021.09.06,공덕동,1018.5,31,0,66.14285714,31,6574,53,1822,8449
2021.09.29,공덕동,1055,28.1,0,68.33333333,28.1,6574,53,1822,8449
2021.10.05,공덕동,1068.5,29.4,0,74.47619048,29.4,6574,53,1822,8449
2021.10.25,공덕동,1094,19,0,57.19047619,19,6574,53,1822,8449
2021.12.29,공덕동,1089,9.4,-12.2,53.66071429,21.6,6574,53,1822,8449
2021.03.08,공덕동,1423,15.4,0.7,60.79761905,14.7,6574,53,1822,8449
2021.05.18,공덕동,1600,30.1,0,71.44047619,30.1,6574,53,1822,8449
2021.03.07,공덕동,1423,15.4,0.7,66.60119048,14.7,6574,53,1822,8449
2021.03.10,신공덕동,1417,16.5,3.6,59.39285714,12.9,6574,53,1822,8449
2021.05.12,신공덕동,1538.5,27.299999,10.1,52.07142857,17.199999,6574,53,1822,8449
2021.01.12,신공덕동,1392.5,-0.1,-17.9,62.88690476,17.8,6574,53,1822,8449
2021.03.07,신공덕동,1423,15.4,0.7,66.60119048,14.7,6574,53,1822,8449
2021.04.05,신공덕동,1503,23.1,7.9,45.375,15.2,6574,53,1822,8449
2021.11.15,신공덕동,1126,17.200001,3.7,62.39880952,13.500001,6574,53,1822,8449
2021.12.21,신공덕동,1090,12.3,-7,60.23214286,19.3,6574,53,1822,8449
2021.05.14,신공덕동,1538.5,30.1,11.3,53.04761905,18.8,6574,53,1822,8449
2021.01.23,공덕동,1404.5,12,-10.4,69.14285714,22.4,6574,53,1822,8449
2021.08.28,공덕동,993,28.299999,20.799999,84.10119048,7.5,6574,53,1822,8449
2021.11.25,공덕동,1059.5,18,-0.1,59.54761905,18.1,6574,53,1822,8449
2021.03.25,공덕동,1417.5,19.700001,0,60.26785714,19.700001,6574,53,1822,8449
2021.05.18,공덕동,1600,30.1,0,71.44047619,30.1,6574,53,1822,8449
2021.01.12,공덕동,1392.5,-0.1,-17.9,62.88690476,17.8,6574,53,1822,8449
2021.02.09,공덕동,1409.5,10.4,-5.1,56.36309524,15.5,6574,53,1822,8449
2021.02.13,공덕동,1400,15.2,-3.4,54.25,18.6,6574,53,1822,8449
2021.02.19,공덕동,1386.5,15.2,-8.6,50.98214286,23.8,6574,53,1822,8449
2021.03.20,공덕동,1417.5,19.700001,4.9,56.61904762,14.800001,6574,53,1822,8449
2021.04.01,공덕동,1443,23.1,7.1,52.82738095,16,6574,53,1822,8449
2021.05.20,공덕동,1572,30.1,0,72.43452381,30.1,6574,53,1822,8449
2021.05.27,공덕동,1586,25.1,12.7,69.89880952,12.4,6574,53,1822,8449
2021.11.02,공덕동,1094,20.6,10.4,62.18452381,10.2,6574,53,1822,8449
2021.11.15,공덕동,1126,17.200001,3.7,62.39880952,13.500001,6574,53,1822,8449
2021.12.07,공덕동,1089,13.4,-0.5,52.48214286,13.9,6574,53,1822,8449
2021.02.13,공덕동,1400,15.2,-3.4,54.25,18.6,6574,53,1822,8449
2021.02.13,공덕동,1400,15.2,-3.4,54.25,18.6,6574,53,1822,8449
2021.03.24,공덕동,1417.5,19.700001,0,57.32142857,19.700001,6574,53,1822,8449
2021.04.10,공덕동,1503,20.5,7.9,41.2797619,12.6,6574,53,1822,8449
2021.05.02,공덕동,1547,20.6,8.8,64.73809524,11.8,6574,53,1822,8449
2021.10.20,공덕동,1094,22.4,0,55.45238095,22.4,6574,53,1822,8449
2021.05.18,공덕동,1600,30.1,0,71.44047619,30.1,6574,53,1822,8449
2021.07.05,공덕동,1627,31.700001,0,77.10119048,31.700001,6574,53,1822,8449
2021.01.26,노고산동,1327,13,-2.2,68.9702381,15.2,8513,61,1967,10541
2021.02.03,노고산동,1331,9.2,-10.1,55.16071429,19.3,8513,61,1967,10541
2021.02.15,노고산동,1323.5,13.8,-4.7,60.92857143,18.5,8513,61,1967,10541
2021.02.24,노고산동,1304.5,17.4,-6.1,49.83928571,23.5,8513,61,1967,10541
2021.03.05,노고산동,1342,14.3,0.5,65.27380952,13.8,8513,61,1967,10541
2021.03.11,노고산동,1333.5,15.2,2.5,59.79166667,12.7,8513,61,1967,10541
2021.03.18,노고산동,1335,16.4,3.7,57.85119048,12.7,8513,61,1967,10541
2021.03.26,노고산동,1339.5,19.200001,0,62.19642857,19.200001,8513,61,1967,10541
2021.04.09,노고산동,1416,19.5,8.4,49.98214286,11.1,8513,61,1967,10541
2021.04.14,노고산동,1436.5,20.200001,5.3,53.6547619,14.900001,8513,61,1967,10541
2021.04.16,노고산동,1437,20.200001,5.3,58.16071429,14.900001,8513,61,1967,10541
2021.05.24,노고산동,1480,25.5,0,63.41666667,25.5,8513,61,1967,10541
2021.06.15,노고산동,1532,31.4,18.700001,71.50595238,12.699999,8513,61,1967,10541
2021.06.15,노고산동,1532,31.4,18.700001,71.50595238,12.699999,8513,61,1967,10541
2021.06.28,노고산동,1545,29.5,20.1,72,9.4,8513,61,1967,10541
2021.08.25,노고산동,1013,30.200001,21,77.4702381,9.200001,8513,61,1967,10541
2021.08.25,노고산동,1013,30.200001,21,77.4702381,9.200001,8513,61,1967,10541
2021.08.25,노고산동,1013,30.200001,21,77.4702381,9.200001,8513,61,1967,10541
2021.08.31,노고산동,1055.5,29,19.1,79.75595238,9.9,8513,61,1967,10541
2021.08.31,노고산동,1055.5,29,19.1,79.75595238,9.9,8513,61,1967,10541
2021.09.02,노고산동,1056.5,28.799999,19.1,76.7797619,9.699999,8513,61,1967,10541
2021.09.06,노고산동,1016,28.5,18.799999,67.07142857,9.700001,8513,61,1967,10541
2021.09.06,노고산동,1016,28.5,18.799999,67.07142857,9.700001,8513,61,1967,10541
2021.09.08,노고산동,978,28.5,0,68.33333333,28.5,8513,61,1967,10541
2021.09.08,노고산동,978,28.5,0,68.33333333,28.5,8513,61,1967,10541
2021.09.09,노고산동,978,28.5,0,69.23214286,28.5,8513,61,1967,10541
2021.09.14,노고산동,965,30,0,67.79761905,30,8513,61,1967,10541
2021.10.08,노고산동,1062.2,29.6,0,77.2797619,29.6,8513,61,1967,10541
2021.10.13,노고산동,1071.2,26,13.4,74.9702381,12.6,8513,61,1967,10541
2021.10.13,노고산동,1071.2,26,13.4,74.9702381,12.6,8513,61,1967,10541
2021.11.24,노고산동,1006.2,17.5,-1.7,66.7797619,19.2,8513,61,1967,10541
2021.12.07,노고산동,1034.2,11.4,-2.1,54.7202381,13.5,8513,61,1967,10541
2021.12.14,노고산동,1034.7,11.7,-4.2,65.60119048,15.9,8513,61,1967,10541
2021.12.20,노고산동,1036.7,11.4,-8.9,66.93452381,20.3,8513,61,1967,10541
2021.03.23,노고산동,1339.5,19.1,3.4,57.52380952,15.7,8513,61,1967,10541
2021.03.04,노고산동,1342,14.1,0.5,60.74404762,13.6,8513,61,1967,10541
2021.02.11,대흥동,1332.5,9.9,-4.2,63.55357143,14.1,8513,61,1967,10541
2021.04.05,대흥동,1416,22.6,7.7,48.22619048,14.9,8513,61,1967,10541
2021.05.13,대흥동,1459,27,10.6,54.19642857,16.4,8513,61,1967,10541
2021.11.05,대흥동,1075.7,19.9,9,71.39880952,10.9,8513,61,1967,10541
2021.11.25,대흥동,1006.2,17.5,-1.7,61.88690476,19.2,8513,61,1967,10541
2021.02.12,대흥동,1332.5,11.9,-4.2,62.375,16.1,8513,61,1967,10541
2021.03.26,대흥동,1339.5,19.200001,0,62.19642857,19.200001,8513,61,1967,10541
2021.04.05,대흥동,1416,22.6,7.7,48.22619048,14.9,8513,61,1967,10541
2021.04.14,대흥동,1436.5,20.200001,5.3,53.6547619,14.900001,8513,61,1967,10541
2021.11.15,대흥동,1108.7,17,2.4,63.73809524,14.6,8513,61,1967,10541
2021.12.07,대흥동,1034.2,11.4,-2.1,54.7202381,13.5,8513,61,1967,10541
2021.12.28,대흥동,1035.7,7.3,-14,55.35714286,21.3,8513,61,1967,10541
2021.04.14,대흥동,1436.5,20.200001,5.3,53.6547619,14.900001,8513,61,1967,10541
2021.03.02,대흥동,1342,14.1,0.4,54.25595238,13.7,8513,61,1967,10541
2021.05.20,대흥동,1488.5,29.1,0,73.92261905,29.1,8513,61,1967,10541
2021.05.20,대흥동,1488.5,29.1,0,73.92261905,29.1,8513,61,1967,10541
2021.06.18,대흥동,1538.5,29.9,18.700001,72.83333333,11.199999,8513,61,1967,10541
2021.06.29,대흥동,1550.5,29.5,20.200001,73.54166667,9.299999,8513,61,1967,10541
2021.07.13,대흥동,1566.5,32.400002,0,77.875,32.400002,8513,61,1967,10541
2021.07.16,대흥동,1544.5,36.799999,0,73.79166667,36.799999,8513,61,1967,10541
2021.08.27,대흥동,1009.5,29,21,82.375,8,8513,61,1967,10541
2021.12.03,대흥동,1034.2,12.4,-2.1,55.51190476,14.5,8513,61,1967,10541
2021.12.15,대흥동,1034.7,11.3,-4.2,68.02380952,15.5,8513,61,1967,10541
2021.02.08,마포동,1332.5,9.8,-7.6,57.22619048,17.4,6260,98,1600,7958
2021.03.16,마포동,1335,16.200001,3.7,58.7202381,12.500001,6260,98,1600,7958
2021.03.23,마포동,1339.5,19.1,3.4,57.52380952,15.7,6260,98,1600,7958
2021.04.06,마포동,1416,22.6,8.5,49.76785714,14.1,6260,98,1600,7958
2021.04.15,마포동,1436.5,20.200001,5.3,55.86309524,14.900001,6260,98,1600,7958
2021.05.04,마포동,1476.5,19.9,8.2,65.51190476,11.7,6260,98,1600,7958
2021.07.19,마포동,1518.5,36.799999,24.4,70.31547619,12.399999,6260,98,1600,7958
2021.09.18,마포동,964.5,30,20.4,60.44047619,9.6,6260,98,1600,7958
2021.10.12,마포동,1071.2,26,13.4,77.125,12.6,6260,98,1600,7958
2021.03.04,마포동,1342,14.1,0.5,60.74404762,13.6,6260,98,1600,7958
2021.03.18,마포동,1335,16.4,3.7,57.85119048,12.7,6260,98,1600,7958
2021.04.02,마포동,1361.5,22.6,6.2,54.81547619,16.4,6260,98,1600,7958
2021.04.09,마포동,1416,19.5,8.4,49.98214286,11.1,6260,98,1600,7958
2021.03.10,마포동,1337.5,14.8,2.5,62.88095238,12.3,6260,98,1600,7958
2021.04.12,마포동,1436.5,20.200001,8.4,49.53571429,11.800001,6260,98,1600,7958
2021.04.13,마포동,1436.5,20.200001,5.3,50.45238095,14.900001,6260,98,1600,7958
2021.08.12,마포동,985,33.299999,0,66.8452381,33.299999,6260,98,1600,7958
2021.08.31,마포동,1055.5,29,19.1,79.75595238,9.9,6260,98,1600,7958
2021.01.20,마포동,1317,10.8,-10.1,50.98809524,20.9,6260,98,1600,7958
2021.04.08,마포동,1416,22.6,8.4,49.78571429,14.2,6260,98,1600,7958
2021.04.19,마포동,1432,18.6,5.3,57.58333333,13.3,6260,98,1600,7958
2021.06.02,마포동,1512,30.6,0,71.75595238,30.6,6260,98,1600,7958
2021.06.25,마포동,1542,29.299999,0,68.4702381,29.299999,6260,98,1600,7958
2021.07.05,마포동,1559.5,31.1,0,76.57738095,31.1,6260,98,1600,7958
2021.08.25,마포동,1013,30.200001,21,77.4702381,9.200001,6260,98,1600,7958
2021.08.25,마포동,1013,30.200001,21,77.4702381,9.200001,6260,98,1600,7958
2021.10.12,마포동,1071.2,26,13.4,77.125,12.6,6260,98,1600,7958
2021.10.22,마포동,1082.2,16.799999,0,54.03571429,16.799999,6260,98,1600,7958
2021.09.13,마포동,965,30,0,73.30357143,30,6260,98,1600,7958
2021.03.03,마포동,1342,14.1,0.4,57.02380952,13.7,6260,98,1600,7958
2021.06.25,마포동,1542,29.299999,0,68.4702381,29.299999,6260,98,1600,7958
2021.12.30,마포동,1035.7,6.8,-14,55.07738095,20.8,6260,98,1600,7958
2021.05.18,마포동,1517,29.1,0,72.88095238,29.1,6260,98,1600,7958
2021.06.26,마포동,1539.5,29.299999,20.1,69.69047619,9.199999,6260,98,1600,7958
2021.08.25,마포동,1013,30.200001,21,77.4702381,9.200001,6260,98,1600,7958
2021.03.04,마포동,1342,14.1,0.5,60.74404762,13.6,6260,98,1600,7958
2021.03.10,마포동,1337.5,14.8,2.5,62.88095238,12.3,6260,98,1600,7958
2021.04.16,마포동,1437,20.200001,5.3,58.16071429,14.900001,6260,98,1600,7958
2021.05.28,마포동,1500.5,24.9,12.3,66.6547619,12.6,6260,98,1600,7958
2021.05.28,마포동,1500.5,24.9,12.3,66.6547619,12.6,6260,98,1600,7958
2021.11.18,마포동,1104.2,17,4.4,63.56547619,12.6,6260,98,1600,7958
2021.04.16,마포동,1437,20.200001,5.3,58.16071429,14.900001,6260,98,1600,7958
2021.05.21,마포동,1490.5,25.5,0,76.70238095,25.5,6260,98,1600,7958
2021.06.09,마포동,1529.5,31.4,0,68.0297619,31.4,6260,98,1600,7958
2021.05.21,마포동,1490.5,25.5,0,76.70238095,25.5,6260,98,1600,7958
2021.12.01,마포동,1034.2,12.4,-2.1,54.10714286,14.5,6260,98,1600,7958
2021.02.08,도화동,1332.5,9.8,-7.6,57.22619048,17.4,6260,98,1600,7958
2021.05.20,도화동,1488.5,29.1,0,73.92261905,29.1,6260,98,1600,7958
2021.08.12,도화동,985,33.299999,0,66.8452381,33.299999,6260,98,1600,7958
2021.08.13,도화동,985,33.299999,0,66.125,33.299999,6260,98,1600,7958
2021.05.13,도화동,1459,27,10.6,54.19642857,16.4,6260,98,1600,7958
2021.05.18,도화동,1517,29.1,0,72.88095238,29.1,6260,98,1600,7958
2021.09.03,도화동,994.5,28.799999,19.1,72.77380952,9.699999,6260,98,1600,7958
2021.04.20,도화동,1421.5,20.4,7.2,56.26190476,13.2,6260,98,1600,7958
2021.03.31,망원동,1361.5,20.9,5.7,61.5,15.2,22388,435,5501,28324
2021.03.31,망원동,1361.5,20.9,5.7,61.5,15.2,22388,435,5501,28324
2021.06.03,망원동,1529.5,30.6,0,71.2797619,30.6,22388,435,5501,28324
2021.01.21,망원동,1317,10.8,-10.1,56.89880952,20.9,22388,435,5501,28324
2021.01.19,망원동,1317,10.8,-10.1,54.44047619,20.9,22388,435,5501,28324
2021.02.22,망원동,1304.5,17.4,-9.4,54.05952381,26.8,22388,435,5501,28324
2021.03.03,망원동,1342,14.1,0.4,57.02380952,13.7,22388,435,5501,28324
2021.05.18,망원동,1517,29.1,0,72.88095238,29.1,22388,435,5501,28324
2021.08.24,망원동,1013,30.200001,21,74.56547619,9.200001,22388,435,5501,28324
2021.11.22,망원동,1006.2,17.5,-1.7,66.07738095,19.2,22388,435,5501,28324
2021.01.26,망원동,1327,13,-2.2,68.9702381,15.2,22388,435,5501,28324
2021.01.26,망원동,1327,13,-2.2,68.9702381,15.2,22388,435,5501,28324
2021.02.03,망원동,1331,9.2,-10.1,55.16071429,19.3,22388,435,5501,28324
2021.03.31,망원동,1361.5,20.9,5.7,61.5,15.2,22388,435,5501,28324
2021.06.11,망원동,1532.5,31.4,18.9,70.51785714,12.5,22388,435,5501,28324
2021.04.22,망원동,1421,27.700001,7.2,51.36309524,20.500001,22388,435,5501,28324
2021.05.27,망원동,1500,24.9,12.3,67.28571429,12.6,22388,435,5501,28324
2021.06.15,망원동,1532,31.4,18.700001,71.50595238,12.699999,22388,435,5501,28324
2021.11.23,망원동,1006.2,17.5,-1.7,65.61309524,19.2,22388,435,5501,28324
2021.04.23,망원동,1421,27.700001,7.2,48.1547619,20.500001,22388,435,5501,28324
2021.06.02,망원동,1512,30.6,0,71.75595238,30.6,22388,435,5501,28324
2021.06.26,망원동,1539.5,29.299999,20.1,69.69047619,9.199999,22388,435,5501,28324
2021.07.11,망원동,1583,30.700001,22,78.17261905,8.700001,22388,435,5501,28324
2021.01.26,망원동,1327,13,-2.2,68.9702381,15.2,22388,435,5501,28324
2021.02.05,망원동,1332.5,9.2,-7.6,59.26190476,16.8,22388,435,5501,28324
2021.02.28,망원동,1290.5,14.1,-1.8,42.36904762,15.9,22388,435,5501,28324
2021.03.03,망원동,1342,14.1,0.4,57.02380952,13.7,22388,435,5501,28324
2021.03.05,망원동,1342,14.3,0.5,65.27380952,13.8,22388,435,5501,28324
2021.04.13,망원동,1436.5,20.200001,5.3,50.45238095,14.900001,22388,435,5501,28324
2021.05.05,망원동,1476.5,19.9,8.2,65.42857143,11.7,22388,435,5501,28324
2021.05.18,망원동,1517,29.1,0,72.88095238,29.1,22388,435,5501,28324
2021.05.20,망원동,1488.5,29.1,0,73.92261905,29.1,22388,435,5501,28324
2021.05.24,망원동,1480,25.5,0,63.41666667,25.5,22388,435,5501,28324
2021.05.27,망원동,1500,24.9,12.3,67.28571429,12.6,22388,435,5501,28324
2021.05.27,망원동,1500,24.9,12.3,67.28571429,12.6,22388,435,5501,28324
2021.05.27,망원동,1500,24.9,12.3,67.28571429,12.6,22388,435,5501,28324
2021.05.30,망원동,1511,25.5,0,69.13095238,25.5,22388,435,5501,28324
2021.06.14,망원동,1531,31.4,18.700001,71.80952381,12.699999,22388,435,5501,28324
2021.06.14,망원동,1531,31.4,18.700001,71.80952381,12.699999,22388,435,5501,28324
2021.06.15,망원동,1532,31.4,18.700001,71.50595238,12.699999,22388,435,5501,28324
2021.06.20,망원동,1538.5,29.299999,0,71.61904762,29.299999,22388,435,5501,28324
2021.06.30,망원동,1495.5,29.5,20.200001,74.0297619,9.299999,22388,435,5501,28324
2021.07.08,망원동,1581.5,30.700001,0,77.93452381,30.700001,22388,435,5501,28324
2021.07.24,망원동,1434.5,36.5,24.4,65.48214286,12.1,22388,435,5501,28324
2021.07.24,망원동,1434.5,36.5,24.4,65.48214286,12.1,22388,435,5501,28324
2021.08.04,망원동,1269,35.299999,25.700001,71,9.599998,22388,435,5501,28324
2021.09.01,망원동,1056.5,29,19.1,78.21428571,9.9,22388,435,5501,28324
2021.09.03,망원동,994.5,28.799999,19.1,72.77380952,9.699999,22388,435,5501,28324
2021.09.07,망원동,1006,28.5,18.799999,68.01785714,9.700001,22388,435,5501,28324
2021.09.23,망원동,1031,29.200001,17.5,66.79761905,11.700001,22388,435,5501,28324
2021.09.23,망원동,1031,29.200001,17.5,66.79761905,11.700001,22388,435,5501,28324
2021.10.19,망원동,1082.2,24.1,2.3,59.20833333,21.8,22388,435,5501,28324
2021.11.05,망원동,1075.7,19.9,9,71.39880952,10.9,22388,435,5501,28324
2021.11.09,망원동,1108.7,20.4,2.4,68.8452381,18,22388,435,5501,28324
2021.11.10,망원동,1108.7,20.4,2.4,67.58333333,18,22388,435,5501,28324
2021.11.10,망원동,1108.7,20.4,2.4,67.58333333,18,22388,435,5501,28324
2021.11.16,망원동,1108.7,17,3.8,61.43452381,13.2,22388,435,5501,28324
